"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Colombia","COL","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","8378785123121.26","7820120800962.19","8453555608160.55","8249464402899.66","8729830806216.96","9289447856706.62","9221358191126.46","9732535050870.85","10598534723471.8","12285645326180.3","11609035797470.7","12139378637156.2","13582122995615.8","14608259474303.5","14120031353699.1","16159190745851.6","15643726759015.1","14939881364073.6","18700196191724.6","20262223556922.8","21296934289794.6","18776860111488.9","18484326733440.8","18319398432368.8","20207247456565.4","23107362842387.1","27891796677153","30064109193106.7","30139512193138.1","32672699936666.6","38420980815311.7","43015772322200","45418580965400","48243545535100","48264224618700","49982835572600","54782696284200","56509117135000","60676933700700","64271378031100","68221784981500","70139415356700","68471910682600","73511645791500","80722114663800","88125000000000","96513000000000","102516000000000","104604000000000","99158000000000","101203000000000","113608000000000","118690000000000","124241000000000","123882000000000","125936000000000","125673000000000","128902000000000","129730000000000","133714000000000","109227832343840",
"Comoros","COM","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","13807900577.4507","14341565394.0772","15257076588.1174","15992624748.1533","16649963409.2008","17029644817.7845","17347624614.7095","17631776773.6637","18105634326.3579","17529752617.544","18422261017.7641","17428269700","18915062000","19483637000","18455547400","19121816600","18874826100","19635544700","19887403700","20270061900","22468974700","22993159700","23527701300","24022748500","24483889600","25178595600","25845048800","25636000000","25379640000","30176392000","34612321600","35996814400","35420865400","39246318900","41993561200","43925000000","47732997200","53362202400","63627949900","69383627000","47570368200",
"Cabo Verde","CPV","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43931780500","47391983400","39416090000","42125927300","46726064500","53021148600","53334251300","52681042200","60453272500","63142209800","67894346300","75826451400","82431402700","34268255600",
"Costa Rica","CRI","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","234513732362.054","232063223141.971","258528722718.88","333374275755.164","299102153948.559","305683521568.214","372022306883.349","399748068344.873","522728623918.525","574399361187.729","657541638297.727","708792288272.058","831772843845.711","896081207235.634","971171811193.927","952022832002.698","1003623554722.76","1085470562673.57","1193362982906.41","1232256064956.61","1178729942135.05","1309797178134.99","1238312323457.68","1222068948055.98","1359857580773.85","1305561297911.7","1352926140408.47","1636345035348.49","1756945096251.2","2039348780228.61","2200487265086.44","2396387973573.11","2805399166406.81","3032490885876.74","3152009596571.24","3499310181509.99","3718246556934.24","4041565118951.56","4625929594106.88","4862708837931.08","4971655883242.7","5056274375395.47","5191787427108.28","5486215179412.91","6055867651095.28","6419940209395","6936199525439.41","7458005366342.39","7619997666678.19","6975212311927.4","7625821927778.99","8163297799615.66","8617525931364.11","8902898189249.44","9344867973535.89","9614776911212.26","10520226595336.1","11251900411085.4","11802226449041.8","12166818145483.4","11013305978829.8",
"Caribbean small states","CSS","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","1949832845.05118","2117180813.73682","2219595601.1356","2296063694.2945","2318157033.80479","2537278669.90353","2675486491.34708","2910435965.44118","3102750480.2128","3130754515.1322","2978291865.73824","3572468807.03983","3903005105.76154","4103347665.69242","4377522078.71818","4482933853.77895","4551002558.51962","4474570708.4628","4498060199.60192","4271019148.62528","4118082764.25775","3972855100","3737814400","2806160700","3062072700","3194719400","3981000000","3785500000","4003500000","4516800000","5152500000","4967100000","4778400000","5054700000","6017300000","8875500000","8993000000","10233700000","11418000000","11774000000","13398000000","14129000000","14191000000","14438000000","14028000000","14014000000","11248000000","11248000000","10983000000","10478000000","8325000000",
"Curacao","CUW","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","753632691.666103","1245310048.09138","1523155281.7675","1616678463.89944","1952181148.69152","2163289172.69464","2467920164.85604","2663138290.42388","2880602081.22481","3315530197.76087","3279664359.75806","3224276955.26818","3666014783.73517","4162231805.46529","4857299262.73603","5181906408.43862","4743346200","5685387300","5524218800","5976852200","7085417000","7539826000","7538128000","7977087000","8171032000","8887695000","9044224000","8727645000","8474650000","8745085000","9015441000","9223058000","9717705000","9662827000","9213068000","9778696000","10458520000","10402568000","10523269000","11180328000","12174240000","13032659000","14489684000","15543237000","16706463000","15853376000",
"Czech Republic","CZE","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","504328228000","473818796000","519067508000","601200514000","623988899000","770391000000","789624000000","849570000000","931573000000","979983000000","1124835000000","1230892000000","1242245000000","1351854000000","1753077000000","2071409000000","2367397000000","2628553000000","2739316000000","2470098000000","2832254000000","3091788000000","3224098000000","3232471000000","3514162000000","3726148000000","3887958000000","4167821000000","4322317000000","4386247000000","4082564000000",
"Germany","DEU","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","138313586000","141569510000","150322468000","166432979000","186053124000","174636228000","192607269000","200303106000","205842408000","216075333000","227872791000","244321577000","253370531000","252101987000","274428358000","294894200000","291384565000","293541092000","310159015000","342041754000","380859206000","422848010000","421286110000","396295760000","427675690000","455931820000","482768040000","541836130000","583439380000","614251340000","699161710000","738777090000","769873030000","784498070000","874946080000","933446200000","1048174610000","1141320440000","1163470980000","997341970000","1141036460000","1236312150000","1272235780000","1285014930000","1346638850000","1419906000000","1454977680000","1526256960000","1561186650000","1578509500000","1431407240000",
"Djibouti","DJI","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568314663600","607486139300","600297789800","446704126200","","760722978600","858517645000","922906468400",
"Dominica","DMA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","129519279500","134327290500","147493369500","156335600000","162311167000","172586801000","181668867000","196848284000","203569879000","202095925000","209029399000","216525375000","219547948000","243455248000","257041279000","279305233000","288144020000","301387725000","311327721000","330121031000","334542440000","350792804000","382862497000","400695545000","426847544000","453179189000","454406476000","459992223000","497875433000","511405064000","535243939000","559382903000","582330051000","647991182000","729721908000","754225415000","787051646000","777537903000","801061369000","863705818000","952992456000","987810578000","1026058773000","931411110000","958795850000","1027780022000","1039724940000","1056479069000","1089534747000","1128511442000","1174909933000","1231465613000","1272750196000","1336751203000","1243088791000",
"Dominican Republic","DOM","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","70304106922.2822","65351831596.4538","73281550825.0031","64409988426.7885","65442976830.7586","53593970379.2952","58471481366.4574","65397730106.4695","67812528184.557","75702666708.8013","84198694105.3386","96961676349.2541","127294915514.782","142769526281.972","134787728470.708","139192132885.575","178588871045.624","177027228421.088","177839443602.511","221543637039.598","181537189459.098","196718514712.709","171922983156.747","182769965391.558","192051807637.036","192116950233.523","179013118224.476","202390354405.785","182248882873.955","179179096588.689","177557799313.167","189276614200","208309737000","226592856900","241078107600","261357520600","279088120700","311576099800","320944503600","338074953700","364506747500","337988146700","340360207400","389000496700","405512051200","391369767600","386179296000","390301749600","372278108900","340733815200","395471245800","424331001100","447869194900","488394210200","531054824700","547346417400","588358441400","616919048300","654272839700","664326055900","462911076500",
"Algeria","DZA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","3560346874315.59","3560346874315.59","1227705837053.86","2025714492016.1","2087099867210.43","2087099867210.43","2266154017050.16","2333299379433.78","2646644259981.94","2887248118223.64","2999157130124.56","2221390597258.72","3077493124496.53","3245356418563.24","3049515980773.11","3066302268063.37","3172615625322.52","3155829343313.31","3346074350246.33","3586678431612.58","3122256774013.84","3131623510718.01","3451049014367.51","3665014197578.95","3873920026456.1","3974641852256.62","3962718048857.24","4200480876792.96","4217282741873.19","4554665452136.4","4709524087900.83","4667138735900","4849156759100","4757023113700","4595284216100","4884786990100","5251146105800","5581968501900","5676861589000","6017761391600","6400673624800","6243165958000","6495675744800","7043495856400","7259600353000","7676226029000","7473495552900","7395737266000","7184256227700","6463248415500","6407963896600","6214807159700","5979809500000","5638960358500","5650238279200","5678489470600","6075983733600","5705348725800","5494250823000","5159101522800","4600807815100",
"East Asia & Pacific (excluding high income)","EAP","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","738641869.149718","708613123.254104","858212853.712325","788036980.151924","817521727.027689","888024000","921607000","988751000","1014995000","891178000","892850000","986820000","1793537000","3777760000","4636253000","3742919000","3841416000","3898141000","4150228000","4270685000","4286848000","4322988000","4111267000","4041526000","4152296000","4462786000","4981235000","4476249000","6151240000","6233251000","6272493000","7318430000","7722134000","8201133000","9258397000","10217459000","10000584000","10699220000","10192439000","10970207000","11248430000","11069900000","11138952000","11942090000","13993547000","15201615000","16284882000","16287685000","16773701000","15970518000","15932657000","16835682000","17756018000","18210280000","19342036000","19218768000","19491882000","19631647000","19858209000","20582165000","20144413000",
"Egypt, Arab Rep.","EGY","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","14023934352.3589","13079366952.6811","12019138238.7571","14785371337.8134","17074501515.6039","17084139958.4578","17845576943.9123","19060020743.4981","12472145052.8882","14385375959.3784","15808454858.8284","16616345507.6912","16325213742.3352","17045764861.5912","17846377216.3201","22004510680.8609","24729682940.2684","34781323334.2639","35712537975.6695","40838783281.0542","47786407328.6305","61978268596.4917","55524844472.1628","59671320495.9236","63136106847.2998","63830942050.5568","65014039829.0755","60356766034.2717","67104495899.7462","78288578549.7039","83880619874.6827","86676640500","97860723200","99083332400","99600942500","110846521600","112819925300","111751534600","108786698000","118753110400","127100265800","131282724300","137812200600","156875559700","196590891300","236306222900","286546117300","353267874400","454873548000","388861219900","377258102900","381962069200","373181332000","390032928900","347360336700","347224436700","295038846200","548900000000","722100000000","706100000000","553100000000",
"Euro area","EMU","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","797491700","1355225100","1304783200","1090245800","1728430700","1787811600","1072367700","649039500","657488000","763984500","830650400","620876800","684997800","677942200","780301800","677848500","532971600","725979700","852997900","5764051900","","","","","","","","","",
"Spain","ESP","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","26638742000","30421872000","34498314000","37948624000","37569114000","37418268000","39289481000","44043534000","48755686000","51486483000","52668113000","58615186000","61877507000","67826020000","75991184000","76498176000","76676775000","80713987000","83794827000","84994612000","88982853000","96321274000","103553111000","111667863000","130282535000","142531000000","156744000000","179300000000","193907000000","209557000000","231431000000","240554000000","243976000000","252682000000","263558000000","268541000000","281241000000","302607000000","299864000000","267365000000","291597000000","315431000000","318381000000","332321000000","347363000000","362356000000","381819000000","402862000000","409822000000","419953000000","335345000000",
"Estonia","EST","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3809245000","3943282000","4156675000","4263632000","5347755000","6051569000","6080265000","5657682000","6015972000","6185663000","6814902000","7993356000","9585824000","10499300000","11823832000","11929996000","9507187000","11809564000","14664292000","15372031000","15802451000","16219710000","15975998000","16746445000","17555641000","18237010000","19418837000","18452192000",
"Ethiopia","ETH","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162526105400","145686095200","146086972100","150209350200","133357769000","122501000000","131891509000","147425600000","173526016300","172628806465.579",
"European Union","EUU","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","9613870000","9502781000","10878861000","11664389000","11677307000","10142875000","11603041000","13464461000","14511631000","15912099000","17201000000","18199000000","17858000000","18631000000","19847000000","19973000000","20485000000","21167000000","21913000000","22283000000","22596000000","20812000000","22972000000","26801000000","30362000000","33019000000","34922000000","39821000000","43354000000","48269000000","56043000000","57064000000","59337000000","58739000000","63874000000","68312000000","75016000000","81758000000","87155000000","69625000000","73928000000","75428000000","75604000000","76037000000","74553000000","74845000000","77759000000","84619000000","85891000000","91755000000","85542000000",
"Fiji","FJI","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","31918071700","33614094000","34006103900","36859008900","39913461500","44226578200","47284054000","50817181900","56140051600","64831788100","75281019000","82550838000","91623499000","103022018000","114889136000","111216940000","120685642000","130224886000","138760423000","148089050000","152206665000","159593382000","157796586000","165280045000","176470970000","180201615000","178459236000","183447537000","198970727000","218425100000","227480630000","241760271000","256144717000","257155478000","278136574000","302763664000","315685883000","356848939000","388296397000","408145804000","460737612000","474892293000","484378127000","479733465000","505437827000","525532113000","557052129000","572600512000","575123886000","512446641000","557004765000","592451934000","609290221000","622333368000","642698736000","672558000000","684501706000","714523215000","746869575000","758959403000","638913674000",
"Faroe Islands","FRO","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","176666574800","191267120700","211707871500","265729896100","329972285000","357713313100","344776063100","444066156700","470265188100","543359000600","603193782000","638446688200","679200125900","683727063300","1027207751200","1269134876800","1479362439500","1429230595600","1483243064400","1219324814000","1306651251700","1212317136900","1190590037600","1241194927100","1532723095300","1426837864400","1295375162200","1212867190100","1252746043200","1723591537400","1925186016000","1981264262200","2031845976300","2286657152200","2389298981700","2538176326200","2599853203900","2687675107500","2520321714300","2386741478300","2119425654900","1996801000000","1849911000000","1883237000000","1908301000000","2069035684100","1927766083800","1986872384800","1865967951600","1836861089000","2108893527200","2213641544300","2133083386600","2125775881100","2134216996000","2319018783300","2242564000000","2329554974900","2361176826500","2691800756200","2962592118100",
"United Kingdom","GBR","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","89212862000","95385368000","96411218000","108275014000","116193330000","112750206000","123017407000","131479112000","133910065000","138959732000","138540688000","137855828000","139390068000","142195826000","151781316000","160665367000","167355825000","177160675000","178216660000","186335504000","196176063000","196501567000","205402748000","214750217000","234570086000","256726822000","274949641000","308750382000","316980014000","326489772000","355192697000","366377004000","371728752000","379143361000","398021514000","427045561000","481834439000","474574282000","479477506000","437089360000","461465860000","495346882000","498550252000","502881040000","506996292000","526083000000","543662702000","574399692000","590349349000","610176034000","520555857000",
"Georgia","GEO","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8544100000","9963000000","11332600000","13287700000","13313800000","13866600000","15074500000","16835300000","18528400000","20339835500","12687740051.7103",
"Ghana","GHA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10015565323.5081","11835164858.4256","13816681009.4462","14869550456.7084","18539237526.7461","28521149136.6778","32852373328.507","31668071200","31365052400","36893894600","37961450900","46992508800","50101713900","56481199200","49257409900",
"Gibraltar","GIB","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9188619090100","11936742446000","10641148401300","11240675582400","11906933254500","11794450595900","12142903678900","10625496446900","11327423474500","10294513728400","14233877262500","25454977695900","25366079899700","21375163742500","61175057868800",
"Gambia, The","GMB","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7377000000","7017000000","7741000000","7010000000","5735000000","6685000000","6443000000","7550000000","9254000000","9387777300","10410319200","10009558100","8723865300","9560442400","13786616100","12325991500","6007256438.80724",
"Guinea-Bissau","GNB","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50925950000","56134170000","45344770000","38331620000","44811790000","49986000000","","73776460300","76993740400","85087445500","64501944500","94298769500","69130258700","80742720900","82740484600","96971194400","107333259200","88224539400","106243138100","115480139600","98588028100",
"Equatorial Guinea","GNQ","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4372810040400","4341975000000","5381535000000","6209336000000","5829476000000","5820208000000","5197157000000","5437726000000","5025372974000","5050373953800","4725201000000","4301162120200","4139402000000","3905025000000","3423361000000","3114101000000",
"Greece","GRC","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","1777364300","1953348500","1864205300","2153649500","2015721500","2341433600","3070080100","3162717400","3103972500","3402927500","3795334000","4494342000","5544913000","7175190000","7183457000","7924791000","9059551000","9631566000","10792100000","12821550000","14241052000","15438285000","12896509000","12142525000","13471479000","13718159000","16029525000","16981235000","16620749000","16943682000","16355945000","17030348000","18736988000","18250416000","19598033000","20185784000","21010267000","25864246000","27031859000","33639763000","41102122000","41151523000","38137337000","37857344000","44880113000","46378874000","48796485000","53977868000","55852413000","45508917000","47721193000","48026105000","48968709000","49843964000","53954764000","56662309000","56427380000","61230184000","66812928000","70077027000","54978673000",
"Grenada","GRD","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3980300000","4378000000","4605700000","4318800000","4450600000","4776300000","4381000000","4794400000","4998300000","4803200000","4916800000","5498200000","4953000000","5704200000","5488400000","5947600000","5631600000","",
"Guatemala","GTM","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","11474958678.8348","11744957382.4132","12194955903.9878","16724939803.5698","16079941492.2866","18183084299.9465","22353791725.0058","20921048727.9236","23531491432.2651","26547002965.1246","25954402449.4103","27034585729.7111","30912743401.5494","33875746137.5694","36126127800.9601","37318830156.5579","39779247479.6527","42254664931.9084","42209662025.2479","46447878533.7564","48840786930.8507","41804588630.72","38271491713.2229","34108285454.8843","33005598516.9727","34055776658.0447","29292468559.8226","31055267616.0753","32803064181.4379","37161303293.6934","42164652033.3999","38331501800","41932112600","44729119600","46232667100","52039697900","56559944100","61142875900","62606830900","65489245900","67988937300","65276160300","65739820200","65399571700","70773435500","69280377700","72599370000","79435413500","79305935800","77195430700","81930580300","84395015100","85875006000","91596629000","97941839000","100721155000","103097210000","104633465000","104307589000","104391146000","99746565000",
"Guam","GUM","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1077000000","904000000","1137000000","1186000000","1167000000","1136000000","1046000000","897000000","896000000","954000000","1004000000","1065000000","1061000000","1044000000","1122000000","1140000000","1143000000","1342000000","348000000",
"Guyana","GUY","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","54171000000","58455000000","61971000000","67425000000","73063000000","80993000000","89770000000","100591000000","115689000000","128193000000","132198000000","144105000000","156463000000","151241000000","153151000000","191642000000","199412000000","223837000000","259573000000","292412000000","329780000000","326422000000","362913000000","427460000000","449458000000","508343000000","643398000000","770707000000","820850000000","876400000000","993513000000","1165543000000","1305201000000","1424939000000","1564827000000","1663414000000","1766520000000","1670601000000","1724995000000","2015549000000","1994734000000","2165689000000","2448276000000","2842957000000","3188694000000","3513148000000","3800530000000","3933789000000","3571312000000","4198123000000","4400035000000","4541004000000","4896028000000","4943623000000","4875800000000","4908496000000","5194808000000","5384708000000","5054040000000","4753589000000",
"Honduras","HND","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","12800534500","12952589300","13374619600","13886641200","15131008000","20676349600","24071203600","25883448500","29147971800","27403998400","29821358300","33762370200","33824433400","37268938000","33576180700","34879507500","35251886600","35158789800","43673253043.4783","48015071383.4835","46589046740.0585","48459791521.7392","43516830217.3913","43829675869.5652","43641968478.2609","44802563327.8477","47771531086.9565","48929060000","48491076086.9565","50962556739.1305","51212833260.8696","50180442600","54184867000","53590460200","48178230400","54716704600","59127828300","59909942400","60848479300","54059728700","57563600000","59843600000","65834200000","71580200000","81030100000","85329900000","86655600000","88854000000","89617900000","75371400000","87193200000","94484500000","103790100000","102460500000","105901600000","108972600000","109938900000","115293200000","116870300000","119696800000","95235600000",
"Heavily indebted poor countries (HIPC)","HPC","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63082854178.6854","73646804957.91","78577789271.8017","78406894606.7465","79542763412.4761","90428118980.6647","99411362312.6796","104204875050.987","111266141358.931","119386635823.054","124849238378.571","134772510843.829","141517289766.331","138525340474.181","119378778789.939","128670690930.692","131634755619.236","129716981824.971","132935191677.762","142765335523.082","157530227479.004","168632185524.342","180246304921.606","186928991681.022","199719506767.374","154332179457.068",
"Haiti","HTI","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17594805994.32","19359251471.8223","19424766489.2741","17497743612.1283","13191445719.8219","16124089077.6428","10694882954.1818","14456080106.2622","18402611918.9235","21029998341.7945","25925006594.8152","30198598479.8813","32106452000","30065917600","30048547000","42057633000","38322114700","38176369900","42297459700","39155777300","42846506300","47677349900","44838459600","56075459100","55033342600","64138913800","67238444000","71414000200","72200746000","71741953400","67051291800","71618262600","43176877700",
"Hungary","HUN","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3258742707000","3327229871000","2989870859000","3400081100000","4638108000000","5063244000000","6214998000000","7177017000000","8023989000000","10030319000000","10916232000000","11545045000000","12266562000000","14460727000000","16322593000000","19508515000000","22650241000000","24165914000000","21574410000000","23973099000000","25509232000000","25074611000000","26103420000000","28504356000000","30603810000000","31768035000000","33825157000000","35511194000000","37436856000000","35215549000000",
"IBRD only","IBD","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
